Geneid	MB231-Combo-1.sorted.bam	MB231-Combo-2.sorted.bam	MB231-Combo-3.sorted.bam	MB231-DMSO-1.sorted.bam	MB231-DMSO-2.sorted.bam	MB231-DMSO-3.sorted.bam	MB231-MG132-1.sorted.bam	MB231-MG132-2.sorted.bam	MB231-MG132-3.sorted.bam	MB231-SHP-1.sorted.bam	MB231-SHP-2.sorted.bam	MB231-SHP-3.sorted.bam
TRA-AGC2-2	0	0	0	0	0	0	0	0	0	0	0	0
RPL13P	0	0	0	0	0	0	0	0	0	0	0	0
LINC01623	0	0	0	0	0	0	0	0	0	4	0	0
TRA-AGC2-1	0	0	0	0	0	0	0	0	0	0	0	0
TRF-GAA4-1	0	0	0	0	0	0	0	0	0	0	0	0
TRA-TGC5-1	5	0	0	0	0	0	0	0	0	0	0	0
TRF-GAA3-1	0	0	0	0	0	0	0	0	0	0	0	0
TRA-TGC7-1	0	0	0	0	0	0	0	0	0	0	0	0
TRA-AGC1-1	0	0	0	0	0	0	0	0	0	0	0	0
TRF-GAA1-1	0	0	0	0	0	0	0	0	0	0	0	0
TRA-TGC1-1	0	0	0	0	0	0	0	0	0	0	0	0
NOP56P1	6	8	5	16	0	4	4	18	15	16	6	4
TRA-AGC23-1	0	0	0	0	0	0	0	0	0	0	0	0
TRA-TGC6-1	0	0	0	0	0	0	0	0	0	0	0	0
TRK-TTT7-1	0	0	0	0	0	0	0	0	0	0	0	0
TRR-CCG1-1	0	0	0	0	0	3	0	0	0	10	5	0
RPSAP2	0	0	0	0	0	0	0	0	0	0	0	0
TRA-CGC4-1	0	0	0	0	0	0	0	0	0	0	0	0
TRF-GAA11-1	0	0	0	0	0	0	0	0	0	0	0	0
TRT-AGT3-1	0	0	0	0	0	0	0	0	0	0	0	0
TRA-AGC7-1	0	0	0	0	0	0	0	0	0	0	0	0
TRA-CGC5-1	0	0	0	0	0	0	0	0	0	0	0	0
TRK-TTT13-1	0	0	0	0	0	0	0	0	0	0	0	0
LOC100288016	2	0	2	0	2	0	0	0	0	2	0	4
LOC105374297	0	0	8	17	5	17	15	27	10	50	5	9
LOC105374298	27	30	18	40	35	36	58	33	45	40	27	67
SDHAP2	864	847	948	662	528	651	623	538	565	459	717	388
MIR570	126	70	125	88	50	22	88	36	98	84	44	60
SMBD1P	14	19	26	53	38	40	53	20	22	23	45	35
MIR570HG	39	45	76	144	84	112	70	116	89	59	110	57
MUC20	3	6	5	1	1	5	7	0	13	12	10	2
MUC4	220	307	285	314	281	187	269	139	194	291	223	249
LOC112268340	0	1	3	0	0	1	2	0	0	3	2	0
LYPLA2P1	37	79	24	68	96	95	75	61	96	77	86	45
MYL12BP3	0	0	0	0	0	3	0	0	0	0	0	0
DAXX	10328	11438	11836	14863	13340	14688	15780	15552	15452	14794	14556	14453
ZBTB22	2856	3202	3641	3533	3940	3563	3941	3946	4018	4470	4217	4121
TAPBP	17108	15457	20799	24211	21307	21751	25800	23046	24694	24213	23231	24470
RGL2	8527	7510	9804	10880	11148	9823	11133	10682	11608	11217	10150	9347
MIR6834	0	0	0	0	0	0	0	0	0	0	0	0
PFDN6	9896	10493	9924	5543	10561	9685	10070	11217	10301	10157	9781	10412
MIR6873	0	0	0	0	0	0	0	0	0	0	0	0
WDR46	12423	12889	13632	14269	14797	13429	17598	12674	15777	16266	14333	12484
B3GALT4	37	50	12	82	94	74	83	73	67	111	91	90
RING1	4426	4693	5526	7556	7405	6944	7313	7550	7739	7460	7341	7388
MIR219A1	10	15	5	15	10	5	0	0	0	6	0	0
HSD17B8	308	500	449	785	823	801	626	760	621	891	806	887
SLC39A7	41543	42542	44114	44021	41510	40213	45039	42135	45597	45650	44873	42563
RNY4P10	45	56	35	42	15	10	10	32	35	45	31	37
RXRB	10835	11707	12271	14445	13264	13257	13442	13239	12928	14338	14036	13468
HCG24	2	0	0	0	4	0	0	0	4	1	0	0
LOC105375021	0	3	1	6	3	9	5	4	3	0	0	13
RNU1-116P	0	0	0	0	0	0	0	2	2	0	0	6
HLA-DRB2	0	0	2	0	3	0	2	2	2	0	0	0
HLA-DRB3	60	109	95	106	87	74	95	122	131	147	86	81
LOC105379657	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP206	0	0	0	0	0	0	0	0	0	0	0	0
C4A	296	273	270	391	289	238	296	236	197	362	230	182
ZBTB12	215	271	314	1578	1525	1401	1692	1606	1535	1802	1998	1696
SNORD52	80	15	45	75	55	55	79	82	60	111	55	34
SNORD48	4	5	5	12	10	4	22	18	0	13	22	8
SNHG32	24633	25728	25994	34969	31341	31102	32285	31205	32279	32256	30889	30186
HSPA1B	1528638	1676326	1808891	37894	38631	39247	42347	38261	60793	47713	40992	40474
HSPA1A	1139074	1257090	1320448	20944	22268	22117	24197	22878	37293	28659	24033	23721
HSPA1L	237	209	312	288	276	258	249	204	316	391	310	326
LSM2	3209	3600	4118	8554	8479	7980	8819	7902	8096	9029	8786	8593
LOC105379656	0	0	0	0	0	0	0	0	0	1	0	0
DHFRP2	0	0	0	0	3	0	0	0	0	0	1	0
CCHCR1	2448	2309	2531	3923	3708	3455	4291	3569	3258	3858	3601	3827
POLR2LP1	2	0	0	2	4	2	1	9	0	2	6	0
PSORS1C2	0	0	8	13	8	5	7	0	5	8	1	7
CDSN	64	79	123	130	96	128	104	136	181	170	147	135
PSORS1C1	60	54	111	106	165	93	120	70	154	192	182	128
C6orf15	72	143	188	1	0	10	28	0	139	0	9	16
MUC21	0	0	10	0	0	0	0	0	0	0	0	0
NAPGP2	0	0	0	0	0	0	0	0	0	0	0	0
HCG21	0	0	0	0	0	0	0	0	0	0	0	0
MUCL3	0	0	0	5	0	0	0	0	14	0	0	0
SFTA2	0	0	0	0	0	0	0	0	0	0	0	0
VARS2	1466	1488	1866	2698	2516	2046	2680	2199	2493	2273	2544	1931
GTF2H4	3071	3623	2681	4678	4255	4106	4275	3855	4839	3377	4491	4099
MIR4640	0	0	0	0	0	0	0	0	0	0	15	0
DDR1	5887	5309	6140	9424	9104	8288	9276	8820	9071	10041	8872	9650
LINC02570	0	0	0	0	0	0	0	0	0	0	0	0
RPL7P4	5	0	0	0	5	5	0	0	0	46	0	0
NRM	2802	2843	3179	6225	5758	5729	6268	4895	6000	6144	5698	6071
PPP1R18	20475	21045	24479	30690	27946	29142	30721	29506	31368	29665	28483	28521
TRIM26BP	0	0	0	3	1	0	0	0	0	0	0	0
MICD	0	1	0	0	0	0	0	1	6	2	0	0
HLA-W	5	1	6	2	0	4	3	0	4	6	6	0
MICF	0	0	0	0	3	0	1	0	0	0	0	0
LOC107987452	4	4	3	12	5	0	1	4	4	5	6	3
RPL23AP1	0	0	0	0	0	0	0	0	0	4	0	0
HCG4P11	0	0	0	0	0	0	0	0	0	0	0	10
OR2H2	16	6	1	2	22	6	5	1	0	0	5	0
RPL13AP	0	0	0	0	0	0	0	0	0	0	0	0
SNORD32B	0	0	0	0	0	0	0	0	0	0	0	0
TMEM183AP1	0	0	0	0	0	0	0	0	0	2	0	0
OR2H5P	0	0	0	0	0	0	0	0	0	5	0	0
UBD	15	0	0	0	0	0	5	0	0	0	5	0
OR2I1P	3	10	0	0	0	0	0	0	0	0	0	0
TRV-AAC6-1	0	0	0	0	0	0	0	0	0	0	0	0
LOC112268339	0	0	0	0	0	0	0	0	0	0	0	0
LOC112268337	0	0	2	1	1	1	2	1	1	1	0	0
HLA-DQB1-AS1	0	0	1	0	0	0	0	0	0	0	0	0
LOC107987449	0	0	0	0	0	0	0	0	0	0	0	0
FKBPL	703	651	667	1299	1404	1278	1305	1308	1351	1609	1161	1509
ATF6B	10404	10619	11767	12637	11623	10739	12232	11078	12419	12489	13120	12666
LOC110384692	68	109	85	79	162	63	55	59	78	80	84	36
LOC112267902	0	0	0	0	0	0	0	0	0	0	0	0
WASF5P	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987448	2	7	7	2	2	6	1	8	5	8	1	5
HCG4P8	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987447	3	1	2	2	2	1	2	1	3	0	4	5
HCG9P5	0	0	0	0	0	2	2	0	0	2	0	0
LOC112268336	0	1	3	0	1	0	1	1	1	1	2	0
LOC100294188	0	0	0	0	0	0	0	0	0	0	0	0
LOC112268335	0	0	0	0	0	0	0	0	0	0	0	0
HLA-S	0	0	2	0	0	0	0	0	0	0	0	0
ZDHHC20P2	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP186	0	0	0	0	0	0	0	0	0	0	0	0
TMPOP1	0	0	0	5	0	0	3	0	0	0	0	10
LOC107987443	4	4	1	11	5	2	0	6	2	5	6	4
TCF20	3927	4339	4532	4119	3831	4011	4196	3781	4493	4244	4094	4398
CYP2D8P	17	6	0	0	0	3	15	12	3	3	3	0
CYP2D7	7	12	7	12	3	3	15	7	10	6	6	6
LOC112268333	2	0	0	0	0	0	0	0	0	0	0	0
LOC102723722	58	14	20	23	13	25	34	31	53	89	38	31
CYP2D6	11	9	19	10	7	8	8	8	20	7	7	8
LOC105373047	0	0	6	3	0	5	0	7	0	0	0	2
OLA1P1	53	55	80	80	37	53	54	57	70	54	66	43
NDUFA6-DT	25	16	25	44	31	45	68	37	32	59	33	62
NDUFA6	6323	6371	6343	6678	6944	5947	6091	5910	6867	6988	5773	6717
SMDT1	1433	1923	1722	2066	1747	2011	2013	1683	1783	1626	1675	1536
PHETA2	422	456	420	562	573	409	575	467	475	509	467	568
LOC112268334	0	1	3	0	1	0	1	0	1	1	0	0
MUC2	9	7	7	25	9	9	3	5	22	9	0	9
LOC107987157	0	0	0	0	0	0	0	0	0	0	0	0
LINC02688	6	4	0	5	4	0	8	0	4	4	2	1
MUC6	9	7	1	4	3	1	0	0	2	4	0	3
AP2A2	3444	3387	3863	4394	4543	4073	4945	4245	4906	5225	4818	4585
RNU6-1025P	0	0	0	0	3	0	0	0	0	0	0	0
LOC105377779	0	0	0	0	0	0	0	2	0	0	0	0
MIR3674	0	0	0	0	0	0	0	0	0	0	0	0
CLN8	978	953	937	704	719	743	754	648	696	733	643	652
CLN8-AS1	189	172	181	360	359	387	309	350	341	355	331	407
LOC100130321	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377778	2	0	2	5	0	3	0	0	0	0	2	0
DLGAP2	0	0	0	0	0	6	0	0	0	0	4	3
DLGAP2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DPA3	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267927	0	0	0	0	0	0	0	0	0	0	0	0
LOC100294160	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987440	4	4	3	10	6	1	1	4	2	4	4	0
LINC01596	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377619	0	0	0	1	0	1	0	3	0	0	0	0
FRG1-DT	2	2	4	8	0	5	2	5	6	0	3	6
RNU1-51P	0	0	0	0	0	0	0	0	0	0	0	0
LOC105377616	12	8	14	24	0	8	8	12	0	12	16	28
LOC107987311	0	0	0	0	0	0	0	0	0	0	0	0
LINC01262	0	0	0	0	0	0	0	0	0	2	0	0
LOC105377615	0	0	0	0	0	0	0	0	0	0	0	0
HSP90AA4P	14	0	0	0	0	0	0	0	0	0	0	0
LOC105377614	0	0	0	4	0	0	0	0	0	0	0	0
KRT18P53	0	0	0	0	0	0	0	0	0	0	0	0
FABP5P13	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723840	2	0	0	8	2	2	2	0	2	0	0	0
PPP2R3B	708	490	747	1007	1222	1242	1452	892	1241	1247	1071	1143
LOC101929829	2	0	3	1	2	0	3	2	6	2	0	2
LOC107987438	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987441	1	1	0	1	1	0	0	1	0	1	1	0
LOC105372225	0	0	0	1	0	0	0	1	0	0	0	1
SALL3	0	3	0	0	4	0	2	13	0	0	0	7
LINC01896	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372221	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372220	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372219	0	0	0	0	0	0	0	0	0	0	0	0
WNT9B	0	0	0	0	0	0	0	2	0	2	0	0
LOC101929777	0	0	0	0	0	0	0	0	0	0	0	0
WNT3	276	381	463	685	534	547	671	460	576	571	458	483
RPS7P11	373	451	415	409	424	479	458	444	396	373	309	402
LOC107985026	0	0	1	0	0	0	0	0	0	2	0	1
NSF	4169	4288	4502	6744	6089	6343	6688	6452	7267	7239	6339	6321
FAM215B	0	5	9	20	18	8	19	11	17	16	21	11
RN7SL199P	3	2	3	0	0	0	0	0	5	0	5	0
LRRC37A2	363	381	471	443	403	458	563	468	532	624	493	430
ARL17A	369	474	475	646	547	545	595	606	644	683	578	537
RDM1P2	13	9	21	23	11	22	15	13	28	30	9	12
LOC100132570	0	8	8	2	6	4	7	4	8	0	10	1
DND1P2	2	9	3	7	13	10	8	18	15	13	7	10
MAPK8IP1P1	17	18	23	13	20	17	20	16	12	15	14	21
KANSL1-AS1	8	16	17	6	19	9	15	35	18	42	19	15
LOC107985027	6	8	0	2	9	8	4	2	8	1	11	2
KANSL1	1845	1865	2267	1917	1639	1657	2198	1857	2176	2026	2001	2039
STH	0	0	0	0	0	0	0	4	0	0	0	0
LOC105371800	2	0	0	0	0	0	1	0	0	0	0	4
MAPT-IT1	0	0	0	0	0	0	0	0	0	0	5	2
MAPT	59	59	62	42	78	66	66	74	78	65	105	85
SPPL2C	0	0	0	0	0	0	0	0	0	0	0	0
MAPT-AS1	0	0	0	0	0	0	0	0	0	0	0	0
CRHR1	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985028	0	0	0	0	0	0	0	0	0	0	0	0
LOC105371802	0	0	0	0	0	0	0	0	0	0	0	0
ARF2P	35	23	64	34	39	45	45	40	65	40	60	56
LINC02210-CRHR1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02210	59	58	112	101	73	86	125	108	109	124	191	143
RPS26P8	219	236	159	234	283	237	243	301	281	172	155	222
MAPK8IP1P2	7	2	0	3	5	8	3	6	5	0	5	9
LOC105376839	2	2	0	2	6	6	12	5	0	8	2	0
DND1P1	7	23	7	88	76	28	59	34	33	84	35	55
RDM1P1	13	9	18	18	9	27	10	15	30	17	1	7
LOC102724345	27	33	37	45	41	58	35	35	45	24	32	37
LRRC37A4P	265	289	302	579	525	484	530	596	567	595	518	567
LOC112267925	215	252	226	500	501	420	592	424	582	613	542	506
LRRC37A3	173	245	203	280	283	267	302	260	317	310	272	267
LOC105369225	5	17	5	10	14	11	11	26	21	16	15	8
MIR4315-1	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	3481	3773	4273	4260	3583	3315	3927	3690	3929	3934	3464	3949
ARHGAP27	1513	1324	1416	2764	2946	2989	3188	2893	2910	2851	2953	2949
LOC105371796	0	0	0	0	0	0	0	3	0	0	0	0
RNA5SP443	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-12P	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-2	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-4	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-9	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-6	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-11P	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-7	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-10P	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP29-1	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724956	4	0	6	0	2	7	8	4	4	2	11	4
TBC1D3I	98	98	69	21	38	61	28	19	24	34	31	21
LOC105371747	2	0	0	0	0	0	0	0	0	0	0	0
CCL4L1	0	0	0	0	0	0	0	0	1	1	0	0
CCL3L1	3	4	6	2	6	1	0	3	1	0	0	0
LOC107987437	0	0	0	0	0	0	0	0	0	0	2	0
LOC105379634	0	0	0	0	0	0	0	0	1	0	0	0
CCL3P1	1	0	0	0	0	0	0	0	1	0	0	0
TBC1D3G	138	92	82	40	43	44	31	41	42	59	59	27
LOC100420853	1	1	0	0	0	0	2	0	2	1	3	0
YWHAEP6	0	0	0	0	0	1	0	0	0	0	0	0
LOC105379635	0	0	0	0	0	0	0	0	0	0	0	0
CCL4L2	0	0	0	0	0	0	0	0	0	0	0	0
CCL3L3	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3B	0	0	0	0	0	0	0	0	0	0	0	0
LOC100420851	58	35	53	27	30	30	52	20	41	37	31	33
LOC107985056	0	0	0	0	0	0	0	0	0	0	0	0
LOC100419980	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985055	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL301P	0	0	0	0	0	0	0	0	0	0	0	0
CCL4	0	0	0	0	0	0	0	0	0	0	0	3
LOC101927369	0	0	0	0	0	0	0	0	0	0	0	0
CCL3	6	14	17	6	0	0	3	0	3	0	0	0
CCL3-AS1	0	0	0	0	0	0	0	0	0	0	0	0
CCL18	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379599	12	11	20	0	7	0	7	3	0	14	7	9
MIR3183	0	0	0	3	0	0	0	0	0	0	0	0
LOC105371481	3	0	3	0	0	0	5	0	0	0	3	0
LOC112268190	39	3	21	31	15	33	36	42	24	25	31	21
ABR	3914	5070	5589	9961	9235	9199	11399	8759	10601	10733	10852	11253
TIMM22	3771	3736	4231	3570	2953	2949	3579	2804	3471	3258	3429	3455
NXN	3329	3845	4268	3807	3676	3565	4233	3410	3856	4367	3941	4316
RPH3AL-AS1	0	0	3	0	0	0	0	0	0	0	0	0
RPH3AL	643	663	653	942	1089	975	1128	1055	1160	1130	1227	1128
LOC107984761	0	1	3	0	0	1	0	0	1	0	0	0
LOC107984089	2	8	8	10	5	5	5	1	8	2	1	3
FMN1	897	958	1217	1318	1388	1239	1606	1467	1362	1618	1638	1546
GREM1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
GREM1	2	4	2	0	0	17	5	4	0	9	4	0
LOC105370756	12	8	12	19	16	6	10	12	7	10	15	4
SCG5-AS1	5	0	5	1	3	0	2	2	0	0	0	0
LOC105379633	4	1	0	7	2	2	2	2	7	1	3	0
SCG5	0	5	4	4	1	10	9	5	2	2	0	10
ARHGAP11A-SCG5	0	0	1	0	1	2	4	0	0	0	0	0
ARHGAP11A	2484	2681	3015	5399	4802	4978	5827	5030	5478	5939	5306	5332
RN7SL286P	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8N	58	57	90	58	49	31	36	40	68	24	44	40
LOC101928042	0	6	8	4	10	12	2	5	5	2	11	4
LINC02256	9	5	4	4	6	7	3	2	13	3	11	12
WHAMMP1	177	117	139	127	168	121	149	135	164	216	151	152
LOC107984723	0	0	0	3	0	1	0	4	0	2	7	2
LOC101060588	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-18P	0	0	0	0	0	0	0	1	0	0	0	0
LOC107984069	0	2	0	3	0	2	0	1	0	2	0	0
LOC105370754	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA7	42	23	46	23	24	21	19	16	38	33	17	19
DEPDC1P1	0	1	0	0	2	4	6	0	5	0	4	0
LOC105370753	2	0	0	3	2	0	6	0	0	0	0	1
OTUD7A	2	3	6	4	0	8	5	0	4	6	2	0
LOC400347	0	0	0	0	0	0	0	0	0	0	0	0
UBE2CP4	0	0	2	0	0	0	0	0	0	0	0	0
LOC105370939	10	0	0	2	0	2	0	0	2	0	2	0
LOC105376707	0	0	0	0	4	0	0	0	2	4	2	6
KLF13	1934	1850	2194	1919	1888	1860	2302	1947	2153	2187	1950	2369
LOC283710	2	0	0	0	6	4	0	0	0	4	4	0
LOC107984092	5	0	1	2	2	4	2	4	0	1	4	4
LINC02352	4	3	0	6	6	1	0	0	4	4	2	5
LOC107984779	0	0	0	0	0	0	0	0	0	0	0	0
MIR211	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370752	0	0	0	1	1	0	0	0	0	0	0	0
TRPM1	0	0	0	0	0	4	0	0	3	0	2	0
RNU6-466P	0	0	0	0	0	0	0	0	0	0	0	0
MTMR10	603	631	743	670	625	585	875	718	788	790	699	767
FAN1	776	795	849	1051	1043	887	1089	1118	1037	1173	1095	1121
LOC388104	4	2	2	1	0	0	0	0	5	0	0	0
LOC100629121	0	0	0	0	0	0	0	0	0	0	0	0
HERC2P10	0	1	2	0	10	0	0	0	0	0	0	0
RN7SL82P	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987436	0	0	0	0	0	0	0	0	0	0	0	0
LOC101930434	0	2	0	2	5	0	0	0	0	0	0	0
LOC107984025	2	0	0	0	0	0	0	0	0	2	0	0
LOC100288637	270	280	318	465	357	340	501	409	390	387	409	346
ARHGAP11B	347	370	461	576	626	601	661	562	661	529	510	605
RN7SL628P	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8H	92	87	95	70	49	33	47	52	69	51	46	89
ARHGAP11B-DT	7	7	16	17	17	34	16	17	27	17	24	29
ULK4P1	45	64	56	28	50	53	53	53	41	42	41	35
DNM1P29	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL196P	0	0	0	0	0	0	0	0	0	0	0	0
LOC100288482	0	1	2	2	0	1	0	0	1	1	0	2
GOLGA8R	73	57	89	50	57	26	36	41	53	29	44	46
LOC105376704	0	3	2	0	1	7	2	0	3	4	1	0
LOC100652840	4	6	6	11	2	3	0	8	0	6	13	10
LOC105370750	0	1	1	0	1	0	0	0	1	3	0	0
LOC101929944	0	0	0	0	0	1	0	1	0	0	0	0
GOLGA8Q	58	59	93	54	58	29	44	46	55	25	38	43
DNM1P50	0	0	0	0	0	0	0	0	0	0	0	0
ULK4P2	21	30	31	19	12	20	19	32	26	23	28	27
LOC105370751	0	2	1	0	0	0	0	0	0	1	0	0
CHRFAM7A	22	29	51	39	32	22	15	18	39	35	38	26
LOC102724055	0	0	1	1	0	4	0	1	1	2	0	0
RNU6-17P	0	0	0	0	0	0	0	0	0	0	0	0
LOC728424	0	0	0	0	0	0	0	0	0	0	0	0
LINC02249	0	0	0	0	0	0	0	0	4	0	0	0
LOC105370747	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370746	0	0	0	0	0	0	0	0	0	0	0	0
DNM1P30	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL469P	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929922	2	0	0	0	0	0	0	0	0	0	0	0
GOLGA8T	27	27	44	40	21	11	21	29	33	30	18	17
ULK4P3	28	46	50	34	30	33	27	40	20	30	26	26
DNM1P28	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL673P	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8J	12	17	18	6	6	4	12	8	15	14	7	19
SYNGR2P1	4	12	2	2	3	0	6	0	0	5	0	0
NCAPGP2	5	5	0	14	2	0	0	4	0	6	0	0
HMGN2P5	589	653	757	958	862	889	837	954	1084	850	916	922
TJP1	6151	6868	7286	5766	5249	5517	6315	5926	6225	5976	6022	5615
LOC105370743	0	0	6	5	10	6	1	11	13	8	8	8
LOC100130111	174	131	166	505	528	443	502	542	557	496	528	422
TUBBP8	0	0	0	2	0	0	0	0	0	0	0	0
NSMCE3	879	1007	980	1234	984	1166	1055	1100	1082	1175	1037	1206
LOC100420707	1	1	0	0	0	6	2	4	0	0	0	2
FAM189A1	0	2	0	1	0	0	0	0	0	0	0	1
APBA2	384	375	479	641	584	509	638	614	551	596	594	647
PDCD6IPP2	11	30	17	36	16	18	13	5	14	39	10	16
LOC100289656	0	9	2	10	2	4	0	0	1	5	0	0
LOC100996670	0	0	2	2	0	4	0	3	6	0	0	0
WHAMMP2	81	75	85	66	78	72	73	90	85	78	65	92
RN7SL719P	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984746	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8M	14	23	18	17	6	5	10	13	14	0	7	8
LOC100419574	12	6	15	1	12	12	22	2	4	10	4	5
HERC2P9	505	441	441	247	274	238	314	263	233	357	290	232
HERC2P11	0	3	2	7	5	9	4	9	3	0	6	3
LOC105369220	0	0	0	0	0	2	0	0	0	0	0	0
LOC100132202	0	0	0	0	0	0	0	0	0	1	0	0
LOC100631268	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8G	25	38	21	16	26	26	18	19	21	35	1	13
ABCB10P4	1	0	0	0	0	0	0	0	0	0	0	0
MIR4509-3	0	0	0	0	0	0	0	0	0	0	0	0
LOC101059997	0	0	0	0	0	0	0	0	0	0	0	0
MIR4509-2	0	0	0	0	0	0	0	0	0	0	0	0
ABCB10P3	0	1	0	0	0	0	0	0	0	0	0	0
GOLGA8F	15	12	15	17	26	33	16	13	6	29	4	20
LOC100533850	0	0	0	0	0	0	0	0	0	0	0	0
LOC645202	0	0	0	0	0	0	0	0	0	2	0	0
LOC101060587	0	0	0	3	0	1	0	0	0	0	0	0
HERC2P1	0	0	0	0	0	0	0	0	0	0	0	0
RPL41P2	1089	969	1051	1018	1363	1083	1169	1131	1155	863	717	992
HERC2	2959	2894	3402	2801	2439	2674	3127	2670	3027	3140	3131	2849
RPL5P32	0	0	0	0	0	0	0	0	0	0	0	0
OCA2	0	0	0	0	0	0	0	4	0	0	0	0
LOC100421667	0	0	0	0	0	0	0	0	0	0	0	0
MIR4509-1	0	0	0	0	0	0	0	0	0	0	0	0
ABCB10P1	3	0	0	0	0	0	0	0	0	0	0	0
RN7SL106P	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8DP	2	0	0	2	1	2	0	0	6	6	1	2
LOC100631267	3	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L1	0	0	0	0	2	0	0	0	0	0	0	0
LOC101060118	0	0	0	0	0	0	0	0	0	0	0	0
ELMO2P1	0	0	0	3	0	0	0	0	3	0	0	0
TUBGCP5	262	341	418	632	556	572	712	699	512	729	649	682
PRB1	0	0	0	0	0	2	2	4	0	2	0	0
PRB4	0	0	0	0	0	0	0	0	0	0	0	2
PRB3	4	0	4	0	0	0	0	0	2	0	0	0
LOC100420583	0	0	2	2	2	0	0	0	0	0	0	0
LOC107987435	1	4	2	3	1	0	1	2	0	1	3	2
TAS2R42	2	0	0	0	0	0	0	0	2	0	0	0
TAS2R67P	6	0	0	4	0	6	0	0	0	0	0	0
SMIM10L1	1392	1616	1497	1447	1386	1465	1358	1495	1682	1469	1382	1501
TAS2R30	1	0	5	2	0	0	5	0	10	4	0	1
TAS2R45	7	0	10	6	0	1	4	4	9	1	0	16
TAS2R68P	1	2	4	10	1	0	3	6	8	5	0	2
TAS2R46	4	2	3	0	0	7	2	0	2	0	0	0
TAS2R63P	3	0	3	0	1	0	0	2	2	0	2	0
TAS2R31	0	3	1	9	3	14	1	0	0	0	0	0
TAS2R19	5	7	1	22	22	12	2	0	16	12	5	6
TAS2R20	28	29	25	37	23	24	16	45	55	24	29	39
TAS2R50	0	0	0	0	0	0	0	3	0	0	0	0
TAS2R15P	14	6	6	9	6	6	3	3	7	9	6	6
TAS2R14	28	19	3	12	9	14	39	3	18	14	21	13
PRH1-TAS2R14	81	60	43	10	27	37	60	73	33	56	59	40
PRH2	15	3	14	5	9	8	6	17	5	2	9	15
TAS2R13	6	0	0	0	0	9	0	0	0	3	3	1
TAS2R12P	9	0	3	3	6	0	9	0	3	0	5	9
PRH1	20	29	16	44	22	21	4	16	24	55	55	17
PRR4	3	0	0	0	3	1	0	6	0	0	0	0
PRH1-PRR4	24	5	21	19	13	19	20	16	40	26	26	28
LOC100420580	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R10	9	9	6	0	0	0	0	0	9	9	3	6
LOC107984459	168	212	198	243	244	162	189	180	249	228	192	188
TAS2R9	5	0	0	0	0	0	0	0	0	0	0	0
TAS2R8	0	0	0	0	0	0	0	0	0	0	0	0
